gene_name	query	indication_meshId	indication_meshName	clinical_success
PTGIR	[MASK] is a promising drug target for the treatment of peripheral vascular diseases.	D016491	Peripheral Vascular Diseases	0
PTGIR	[MASK] is a promising drug target for the treatment of diffuse scleroderma.	D045743	Scleroderma, Diffuse	0
PTGIR	[MASK] is a promising drug target for the treatment of limited scleroderma.	D045745	Scleroderma, Limited	0
PTGIR	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	0
PTGS1	[MASK] is a promising drug target for the treatment of cancer pain.	D000072716	Cancer Pain	1
PTGS1	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
PTGS1	[MASK] is a promising drug target for the treatment of bursitis.	D002062	Bursitis	0
PTGS1	[MASK] is a promising drug target for the treatment of cataract.	D002386	Cataract	1
PTGS1	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	1
PTGS1	[MASK] is a promising drug target for the treatment of contraception.	D003267	Contraception	0
PTGS1	[MASK] is a promising drug target for the treatment of patent ductus arteriosus.	D004374	Ductus Arteriosus, Patent	0
PTGS1	[MASK] is a promising drug target for the treatment of dysmenorrhea.	D004412	Dysmenorrhea	0
PTGS1	[MASK] is a promising drug target for the treatment of eye diseases.	D005128	Eye Diseases	1
PTGS1	[MASK] is a promising drug target for the treatment of fever.	D005334	Fever	1
PTGS1	[MASK] is a promising drug target for the treatment of fibromyalgia.	D005356	Fibromyalgia	0
PTGS1	[MASK] is a promising drug target for the treatment of gout.	D006073	Gout	0
PTGS1	[MASK] is a promising drug target for the treatment of headache.	D006261	Headache	0
PTGS1	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	1
PTGS1	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	1
PTGS1	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	0
PTGS1	[MASK] is a promising drug target for the treatment of myositis.	D009220	Myositis	0
PTGS1	[MASK] is a promising drug target for the treatment of postoperative pain.	D010149	Pain, Postoperative	1
PTGS1	[MASK] is a promising drug target for the treatment of tennis elbow.	D013716	Tennis Elbow	1
PTGS1	[MASK] is a promising drug target for the treatment of dry eye syndromes.	D015352	Dry Eye Syndromes	0
PTGS1	[MASK] is a promising drug target for the treatment of duchenne muscular dystrophy.	D020388	Muscular Dystrophy, Duchenne	0
PTGS1	[MASK] is a promising drug target for the treatment of tendinopathy.	D052256	Tendinopathy	0
PTGS1	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	1
PTGS1	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	1
PTGS2	[MASK] is a promising drug target for the treatment of cancer pain.	D000072716	Cancer Pain	1
PTGS2	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
PTGS2	[MASK] is a promising drug target for the treatment of bursitis.	D002062	Bursitis	0
PTGS2	[MASK] is a promising drug target for the treatment of cataract.	D002386	Cataract	1
PTGS2	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	1
PTGS2	[MASK] is a promising drug target for the treatment of patent ductus arteriosus.	D004374	Ductus Arteriosus, Patent	0
PTGS2	[MASK] is a promising drug target for the treatment of dysmenorrhea.	D004412	Dysmenorrhea	0
PTGS2	[MASK] is a promising drug target for the treatment of eye diseases.	D005128	Eye Diseases	1
PTGS2	[MASK] is a promising drug target for the treatment of fever.	D005334	Fever	1
PTGS2	[MASK] is a promising drug target for the treatment of fibromyalgia.	D005356	Fibromyalgia	0
PTGS2	[MASK] is a promising drug target for the treatment of gout.	D006073	Gout	0
PTGS2	[MASK] is a promising drug target for the treatment of headache.	D006261	Headache	0
PTGS2	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	1
PTGS2	[MASK] is a promising drug target for the treatment of joint diseases.	D007592	Joint Diseases	0
PTGS2	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	1
PTGS2	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	1
PTGS2	[MASK] is a promising drug target for the treatment of myositis.	D009220	Myositis	0
PTGS2	[MASK] is a promising drug target for the treatment of osteoarthritis.	D010003	Osteoarthritis	1
PTGS2	[MASK] is a promising drug target for the treatment of postoperative pain.	D010149	Pain, Postoperative	1
PTGS2	[MASK] is a promising drug target for the treatment of tennis elbow.	D013716	Tennis Elbow	1
PTGS2	[MASK] is a promising drug target for the treatment of dry eye syndromes.	D015352	Dry Eye Syndromes	0
PTGS2	[MASK] is a promising drug target for the treatment of duchenne muscular dystrophy.	D020388	Muscular Dystrophy, Duchenne	0
PTGS2	[MASK] is a promising drug target for the treatment of mucositis.	D052016	Mucositis	0
PTGS2	[MASK] is a promising drug target for the treatment of tendinopathy.	D052256	Tendinopathy	0
PTGS2	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	1
PTGS2	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	1
PTH1R	[MASK] is a promising drug target for the treatment of osteoporosis.	D010024	Osteoporosis	1
PTMA	[MASK] is a promising drug target for the treatment of hepatitis b.	D006509	Hepatitis B	0
PTP4A3	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
PTPN1	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
PYGL	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
RAD51	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RAD51	[MASK] is a promising drug target for the treatment of diffuse large b-cell lymphoma.	D016403	Lymphoma, Large B-Cell, Diffuse	0
RAF1	[MASK] is a promising drug target for the treatment of carcinoid tumor.	D002276	Carcinoid Tumor	0
RAF1	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
RAF1	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
RAF1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	1
RAF1	[MASK] is a promising drug target for the treatment of nasopharyngeal neoplasms.	D009303	Nasopharyngeal Neoplasms	0
RAF1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
RAF1	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
RAF1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	1
RAF1	[MASK] is a promising drug target for the treatment of gastrointestinal stromal tumors.	D046152	Gastrointestinal Stromal Tumors	1
RAMP1	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	0
RARA	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	1
RARA	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RARA	[MASK] is a promising drug target for the treatment of neutropenia.	D009503	Neutropenia	0
RARA	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
RARB	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	1
RARB	[MASK] is a promising drug target for the treatment of hepatitis b.	D006509	Hepatitis B	1
RARB	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
RARG	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	1
RARG	[MASK] is a promising drug target for the treatment of ichthyosis.	D007057	Ichthyosis	0
RARG	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
REG3A	[MASK] is a promising drug target for the treatment of alcoholic hepatitis.	D006519	Hepatitis, Alcoholic	0
REG3A	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
REG3A	[MASK] is a promising drug target for the treatment of liver diseases.	D008107	Liver Diseases	0
REG3A	[MASK] is a promising drug target for the treatment of nervous system diseases.	D009422	Nervous System Diseases	0
REG3A	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	0
REN	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
REN	[MASK] is a promising drug target for the treatment of proteinuria.	D011507	Proteinuria	0
RET	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
RET	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
RET	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
RET	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
RET	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
RET	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	1
RET	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	0
RET	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
RET	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
RET	[MASK] is a promising drug target for the treatment of polycythemia vera.	D011087	Polycythemia Vera	1
RET	[MASK] is a promising drug target for the treatment of retinal vein occlusion.	D012170	Retinal Vein Occlusion	0
RET	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	1
RET	[MASK] is a promising drug target for the treatment of thrombocytosis.	D013922	Thrombocytosis	1
RET	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
RET	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	1
RET	[MASK] is a promising drug target for the treatment of anaplastic large-cell lymphoma.	D017728	Lymphoma, Large-Cell, Anaplastic	1
RET	[MASK] is a promising drug target for the treatment of irritable bowel syndrome.	D043183	Irritable Bowel Syndrome	0
RET	[MASK] is a promising drug target for the treatment of gastrointestinal stromal tumors.	D046152	Gastrointestinal Stromal Tumors	1
RET	[MASK] is a promising drug target for the treatment of primary myelofibrosis.	D055728	Primary Myelofibrosis	1
RET	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	0
RET	[MASK] is a promising drug target for the treatment of wet macular degeneration.	D057135	Wet Macular Degeneration	0
RGMA	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	0
RGMA	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	0
RHD	[MASK] is a promising drug target for the treatment of fetal erythroblastosis.	D004899	Erythroblastosis, Fetal	1
RIGI	[MASK] is a promising drug target for the treatment of hepatitis b.	D006509	Hepatitis B	0
RIGI	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
RIGI	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RIPK1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RIPK1	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
RIPK1	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
ROCK1	[MASK] is a promising drug target for the treatment of angina pectoris.	D000787	Angina Pectoris	0
ROCK1	[MASK] is a promising drug target for the treatment of glaucoma.	D005901	Glaucoma	1
ROCK1	[MASK] is a promising drug target for the treatment of erectile dysfunction.	D007172	Erectile Dysfunction	0
ROCK1	[MASK] is a promising drug target for the treatment of macular degeneration.	D008268	Macular Degeneration	0
ROCK1	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	0
ROCK1	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
ROCK1	[MASK] is a promising drug target for the treatment of retinitis pigmentosa.	D012174	Retinitis Pigmentosa	0
ROCK2	[MASK] is a promising drug target for the treatment of angina pectoris.	D000787	Angina Pectoris	0
ROCK2	[MASK] is a promising drug target for the treatment of glaucoma.	D005901	Glaucoma	1
ROCK2	[MASK] is a promising drug target for the treatment of graft vs host disease.	D006086	Graft vs Host Disease	1
ROCK2	[MASK] is a promising drug target for the treatment of erectile dysfunction.	D007172	Erectile Dysfunction	0
ROCK2	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
ROCK2	[MASK] is a promising drug target for the treatment of systemic scleroderma.	D012595	Scleroderma, Systemic	0
ROCK2	[MASK] is a promising drug target for the treatment of diffuse scleroderma.	D045743	Scleroderma, Diffuse	0
ROCK2	[MASK] is a promising drug target for the treatment of limited scleroderma.	D045745	Scleroderma, Limited	0
RORC	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RORC	[MASK] is a promising drug target for the treatment of dry eye syndromes.	D015352	Dry Eye Syndromes	0
ROS1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
ROS1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
ROS1	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
ROS1	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
ROS1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
ROS1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
ROS1	[MASK] is a promising drug target for the treatment of anaplastic large-cell lymphoma.	D017728	Lymphoma, Large-Cell, Anaplastic	1
ROS1	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	0
RPE65	[MASK] is a promising drug target for the treatment of retinitis pigmentosa.	D012174	Retinitis Pigmentosa	1
RPE65	[MASK] is a promising drug target for the treatment of geographic atrophy.	D057092	Geographic Atrophy	0
RPE65	[MASK] is a promising drug target for the treatment of leber congenital amaurosis.	D057130	Leber Congenital Amaurosis	1
RPGR	[MASK] is a promising drug target for the treatment of retinitis pigmentosa.	D012174	Retinitis Pigmentosa	0
RPS6KB1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
RPS6KB1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
RPS6KB1	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
RPS6KB1	[MASK] is a promising drug target for the treatment of non-hodgkin lymphoma.	D008228	Lymphoma, Non-Hodgkin	0
RPS6KB1	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
RPS6KB1	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
RPS6KB1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RPS6KB1	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
RPS6KB1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
RPS6KB1	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
RPS6KB1	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0
RPS6KB1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
RPS6KB1	[MASK] is a promising drug target for the treatment of chronic myelomonocytic leukemia.	D015477	Leukemia, Myelomonocytic, Chronic	0
RPS6KB1	[MASK] is a promising drug target for the treatment of endometrial neoplasms.	D016889	Endometrial Neoplasms	0
RPS6KB1	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
RRM1	[MASK] is a promising drug target for the treatment of sickle cell anemia.	D000755	Anemia, Sickle Cell	0
RRM1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
RRM1	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
RRM1	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	0
RRM2	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
RS1	[MASK] is a promising drug target for the treatment of retinoschisis.	D041441	Retinoschisis	0
RTN4	[MASK] is a promising drug target for the treatment of amyotrophic lateral sclerosis.	D000690	Amyotrophic lateral sclerosis	0
RTN4	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
RTN4	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	0
RTN4	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	0
RXFP1	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	1
RXFP1	[MASK] is a promising drug target for the treatment of portal hypertension.	D006975	Hypertension, Portal	0
RXFP1	[MASK] is a promising drug target for the treatment of induced labor.	D007751	Labor, Induced	0
RXFP1	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
RXFP1	[MASK] is a promising drug target for the treatment of pre-eclampsia.	D011225	Pre-Eclampsia	0
RXFP1	[MASK] is a promising drug target for the treatment of atherosclerosis.	D050197	Atherosclerosis	0
RYR2	[MASK] is a promising drug target for the treatment of atrial fibrillation.	D001281	Atrial Fibrillation	0
RYR2	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	0
RYR2	[MASK] is a promising drug target for the treatment of ventricular tachycardia.	D017180	Tachycardia, Ventricular	0
S1PR1	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
S1PR1	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	1
S1PR1	[MASK] is a promising drug target for the treatment of dermatomyositis.	D003882	Dermatomyositis	0
S1PR1	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
S1PR1	[MASK] is a promising drug target for the treatment of graft vs host disease.	D006086	Graft vs Host Disease	0
S1PR1	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	0
S1PR1	[MASK] is a promising drug target for the treatment of biliary liver cirrhosis.	D008105	Liver Cirrhosis, Biliary	0
S1PR1	[MASK] is a promising drug target for the treatment of cutaneous lupus erythematosus.	D008178	Lupus Erythematosus, Cutaneous	0
S1PR1	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
S1PR1	[MASK] is a promising drug target for the treatment of respiratory distress syndrome.	D012128	Respiratory Distress Syndrome	0
S1PR1	[MASK] is a promising drug target for the treatment of inflammatory bowel diseases.	D015212	Inflammatory Bowel Diseases	0
S1PR1	[MASK] is a promising drug target for the treatment of polymyositis.	D017285	Polymyositis	0
S1PR1	[MASK] is a promising drug target for the treatment of pyoderma gangrenosum.	D017511	Pyoderma Gangrenosum	0
S1PR1	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	1
S1PR1	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	1
S1PR1	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
S1PR2	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
S1PR2	[MASK] is a promising drug target for the treatment of crohn disease.	D003424	Crohn Disease	0
S1PR2	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
S1PR2	[MASK] is a promising drug target for the treatment of cutaneous lupus erythematosus.	D008178	Lupus Erythematosus, Cutaneous	0
S1PR2	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
S1PR3	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
S1PR3	[MASK] is a promising drug target for the treatment of crohn disease.	D003424	Crohn Disease	0
S1PR3	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
S1PR3	[MASK] is a promising drug target for the treatment of cutaneous lupus erythematosus.	D008178	Lupus Erythematosus, Cutaneous	0
S1PR3	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
S1PR4	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
S1PR4	[MASK] is a promising drug target for the treatment of biliary liver cirrhosis.	D008105	Liver Cirrhosis, Biliary	0
S1PR4	[MASK] is a promising drug target for the treatment of cutaneous lupus erythematosus.	D008178	Lupus Erythematosus, Cutaneous	0
S1PR4	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
S1PR4	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
S1PR4	[MASK] is a promising drug target for the treatment of inflammatory bowel diseases.	D015212	Inflammatory Bowel Diseases	0
S1PR4	[MASK] is a promising drug target for the treatment of pyoderma gangrenosum.	D017511	Pyoderma Gangrenosum	0
S1PR5	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
S1PR5	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	1
S1PR5	[MASK] is a promising drug target for the treatment of dermatomyositis.	D003882	Dermatomyositis	0
S1PR5	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
S1PR5	[MASK] is a promising drug target for the treatment of biliary liver cirrhosis.	D008105	Liver Cirrhosis, Biliary	0
S1PR5	[MASK] is a promising drug target for the treatment of cutaneous lupus erythematosus.	D008178	Lupus Erythematosus, Cutaneous	0
S1PR5	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
S1PR5	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
S1PR5	[MASK] is a promising drug target for the treatment of respiratory distress syndrome.	D012128	Respiratory Distress Syndrome	0
S1PR5	[MASK] is a promising drug target for the treatment of inflammatory bowel diseases.	D015212	Inflammatory Bowel Diseases	0
S1PR5	[MASK] is a promising drug target for the treatment of polymyositis.	D017285	Polymyositis	0
S1PR5	[MASK] is a promising drug target for the treatment of pyoderma gangrenosum.	D017511	Pyoderma Gangrenosum	0
S1PR5	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	1
S1PR5	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	1
SCD	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	0
SCD	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
SCD	[MASK] is a promising drug target for the treatment of seborrheic dermatitis.	D012628	Dermatitis, Seborrheic	0
SCD	[MASK] is a promising drug target for the treatment of gallstones.	D042882	Gallstones	0
SCN10A	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
SCN1A	[MASK] is a promising drug target for the treatment of bipolar disorder.	D001714	Bipolar Disorder	1
SCN1A	[MASK] is a promising drug target for the treatment of epilepsy.	D004827	Epilepsy	1
SCN1A	[MASK] is a promising drug target for the treatment of partial epilepsies.	D004828	Epilepsies, Partial	1
SCN1A	[MASK] is a promising drug target for the treatment of tonic-clonic epilepsy.	D004830	Epilepsy, Tonic-Clonic	1
SCN1A	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	1
SCN1A	[MASK] is a promising drug target for the treatment of lennox gastaut syndrome.	D065768	Lennox Gastaut Syndrome	1
SCN2A	[MASK] is a promising drug target for the treatment of bipolar disorder.	D001714	Bipolar Disorder	1
SCN2A	[MASK] is a promising drug target for the treatment of epilepsy.	D004827	Epilepsy	1
SCN2A	[MASK] is a promising drug target for the treatment of partial epilepsies.	D004828	Epilepsies, Partial	1
SCN2A	[MASK] is a promising drug target for the treatment of tonic-clonic epilepsy.	D004830	Epilepsy, Tonic-Clonic	1
SCN2A	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	1
SCN2A	[MASK] is a promising drug target for the treatment of lennox gastaut syndrome.	D065768	Lennox Gastaut Syndrome	1
SCN3A	[MASK] is a promising drug target for the treatment of bipolar disorder.	D001714	Bipolar Disorder	1
SCN3A	[MASK] is a promising drug target for the treatment of epilepsy.	D004827	Epilepsy	1
SCN3A	[MASK] is a promising drug target for the treatment of partial epilepsies.	D004828	Epilepsies, Partial	1
SCN3A	[MASK] is a promising drug target for the treatment of tonic-clonic epilepsy.	D004830	Epilepsy, Tonic-Clonic	1
SCN3A	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	1
SCN3A	[MASK] is a promising drug target for the treatment of lennox gastaut syndrome.	D065768	Lennox Gastaut Syndrome	1
SCN5A	[MASK] is a promising drug target for the treatment of alzheimer disease.	D000544	Alzheimer Disease	0
SCN5A	[MASK] is a promising drug target for the treatment of amyotrophic lateral sclerosis.	D000690	Amyotrophic lateral sclerosis	1
SCN5A	[MASK] is a promising drug target for the treatment of anesthesia.	D000758	Anesthesia	1
SCN5A	[MASK] is a promising drug target for the treatment of anxiety disorders.	D001008	Anxiety Disorders	0
SCN5A	[MASK] is a promising drug target for the treatment of epilepsy.	D004827	Epilepsy	1
SCN5A	[MASK] is a promising drug target for the treatment of partial epilepsies.	D004828	Epilepsies, Partial	1
SCN5A	[MASK] is a promising drug target for the treatment of generalized epilepsy.	D004829	Epilepsy, Generalized	1
SCN5A	[MASK] is a promising drug target for the treatment of tonic-clonic epilepsy.	D004830	Epilepsy, Tonic-Clonic	1
SCN5A	[MASK] is a promising drug target for the treatment of migraine disorders.	D008881	Migraine Disorders	1
SCN5A	[MASK] is a promising drug target for the treatment of myotonia.	D009222	Myotonia	1
SCN5A	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	0
SCN5A	[MASK] is a promising drug target for the treatment of lennox gastaut syndrome.	D065768	Lennox Gastaut Syndrome	1
SCN9A	[MASK] is a promising drug target for the treatment of anesthesia.	D000758	Anesthesia	1
SCN9A	[MASK] is a promising drug target for the treatment of diabetic neuropathies.	D003929	Diabetic Neuropathies	0
SCN9A	[MASK] is a promising drug target for the treatment of dysmenorrhea.	D004412	Dysmenorrhea	0
SCN9A	[MASK] is a promising drug target for the treatment of endometriosis.	D004715	Endometriosis	0
SCN9A	[MASK] is a promising drug target for the treatment of erythromelalgia.	D004916	Erythromelalgia	0
SCN9A	[MASK] is a promising drug target for the treatment of female infertility.	D007247	Infertility, Female	0
SCN9A	[MASK] is a promising drug target for the treatment of intervertebral disc displacement.	D007405	Intervertebral Disc Displacement	0
SCN9A	[MASK] is a promising drug target for the treatment of nervous system diseases.	D009422	Nervous System Diseases	0
SCN9A	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	1
SCN9A	[MASK] is a promising drug target for the treatment of osteoarthritis.	D010003	Osteoarthritis	0
SCN9A	[MASK] is a promising drug target for the treatment of otitis media.	D010033	Otitis Media	0
SCN9A	[MASK] is a promising drug target for the treatment of postoperative pain.	D010149	Pain, Postoperative	1
